Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-05 20:21:10,"b'RT @BossTemlen: Salah satu kasus besar yang sedang dihadapi oleh KPK selain Mega Korupsi Bansos dan Ekspor Benih Lobster\n\nSamin Tan, Taipan\xe2\x80\xa6'",1390038886726864903,pujyhartono,467,Twitter for Android,1,[]
2021-05-05 20:20:14,b'@idtodayco Wibawa madame Bansos \xf0\x9f\xa4\xa6',1390038648335134723,Amelia_Sakura_,0,Twitter for Android,0,[]
2021-05-05 20:19:27,b'RT @Ndons_Back: Weww \n\nUang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos - VICE https://t.co/5bKdKvGUhg',1390038450888269824,DiahJheng,266,Twitter for Android,1,[]
2021-05-05 20:18:58,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390038331715588096,deeadeeeee,1730,Twitter for Android,1,[]
2021-05-05 20:18:02,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1390038095500775425,kojeksudewo1,3332,Twitter for Android,1,[]
2021-05-05 20:17:02,"b'RT @VICE_ID: Menurut keterangan saksi, terdakwa pejabat Kemensos mengajak tim teknis pembagian bansos karaokean di Senayan sebagai hadiah k\xe2\x80\xa6'",1390037843423088642,ekapras_,1977,Twitter for Android,1,[]
2021-05-05 20:14:55,b'RT @Ndons_Back: Weww \n\nUang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos - VICE https://t.co/5bKdKvGUhg',1390037312147394561,kang_professor,266,Twitter for Android,1,[]
2021-05-05 20:14:33,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390037221843947521,ngantuks_,1730,Twitter for Android,1,[]
2021-05-05 20:12:20,b'RT @RaisaTjokrodnta: uang pungli dikembalikan uang Bansos disikat. https://t.co/SSbl9ojUaR',1390036660037906433,buzzerbangke,3,Twitter for Android,1,[]
2021-05-05 20:10:32,"b'RT @BossTemlen: Salah satu kasus besar yang sedang dihadapi oleh KPK selain Mega Korupsi Bansos dan Ekspor Benih Lobster\n\nSamin Tan, Taipan\xe2\x80\xa6'",1390036207082491905,Delma17148092,467,Twitter for Android,1,[]
2021-05-05 20:07:26,b'@tempodotco Hibah Bansos maksudnyaa..??',1390035428758081537,MaLingPin654321,0,Twitter for Android,0,[]
2021-05-05 20:06:52,b'RT @conan_idn: Tangkap segera Madam Bansos. #SaveKPK\n\nBambang Widjojanto: Ada Indikasi SDM KPK Mulai Dihabisi https://t.co/9YzfgUt1ma',1390035284905975809,Delma17148092,231,Twitter for Android,1,['SaveKPK']
2021-05-05 20:05:11,"b'RT @BossTemlen: Salah satu kasus besar yang sedang dihadapi oleh KPK selain Mega Korupsi Bansos dan Ekspor Benih Lobster\n\nSamin Tan, Taipan\xe2\x80\xa6'",1390034864649342982,AriestaWijaya5,467,Twitter for Android,1,[]
2021-05-05 19:59:27,b'@txtdaribogor Halooo bupati bogor... Mending urusin dah tuh pungli umkm sama korupsi bansos di kampung2 masih banyak.  Mau lapor kemana juga susah ga ada wadahnya..',1390033420424650754,fuckgovernment_,0,Twitter for Android,0,[]
2021-05-05 19:54:40,"b'RT @KataBewe: PEMBUSUKAN di KPK makin DEGIL &amp; BENGIS. Insan terbaik di KPK tengah DISINGKIRKAN. Mereka yg terbukti menegakkan marwah KPK,\xe2\x80\xa6'",1390032215279505409,Bi_ma_bima,1732,Twitter Web App,1,[]
2021-05-05 19:53:36,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390031948488351755,ipan_sopandi20,1730,Twitter for Android,1,[]
2021-05-05 19:53:33,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1390031933732577285,pemerhat,3332,Twitter for Android,1,[]
